DESCRIP,STOCK,FECHA,HORA,ANTES,CANTID,DESPUES,NUT,OBS,CODIGO,TIPO,NUMERO,NOM_PROV,VENDEDOR
ALPLAX 1 mg compx30,5.0,2026-03-07,12:21:42,5.0,-2.0,3.0,1102543,MM: MP330041 Af: 150306503001/,3213816,Venta,TK 925175,,121.0
ALPLAX 1 mg compx30,,,,,,,99999999,,3213816,Fin,,,
ALPLAX 1 mg compx60,4.0,2026-03-07,11:24:47,3.0,-1.0,2.0,1102487,MM: MP334429 Af: 150619114801/,3213817,Venta,TK 925122,,13.0
ALPLAX 1 mg compx60,4.0,2026-03-07,10:35:06,1.0,2.0,3.0,1102423,Fp: 07/03/26 Ff: 07/03/26,3213817,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ALPLAX 1 mg compx60,,,,,,,99999999,,3213817,Fin,,,
ALPLAX 2 mg compx30,5.0,2026-03-07,21:49:07,4.0,1.0,5.0,1102822,Fp: 07/03/26 Ff: 07/03/26,3697793,ALTA STOCK AJUSTE,0000-00021546,*GENERAL*,64.0
ALPLAX 2 mg compx30,,,,,,,99999999,,3697793,Fin,,,
ALPLAX 2 mg compx60,6.0,2026-03-07,19:28:22,7.0,-1.0,6.0,1102770,MM: MP231957 Af: 216223916600,3214144,Venta,TK 925383,,239.0
ALPLAX 2 mg compx60,6.0,2026-03-07,10:42:06,0.0,4.0,4.0,1102431,Fp: 07/03/26 Ff: 07/03/26,3214144,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ALPLAX 2 mg compx60,6.0,2026-03-07,10:47:20,4.0,1.0,5.0,1102444,Fp: 07/03/26 Ff: 07/03/26,3214144,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ALPLAX 2 mg compx60,6.0,2026-03-07,10:54:34,5.0,2.0,7.0,1102455,Fp: 06/03/26 Ff: 06/03/26,3214144,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
ALPLAX 2 mg compx60,,,,,,,99999999,,3214144,Fin,,,
ANELKA 25 mg Cmp.recx30,2.0,2026-03-07,21:47:20,1.0,1.0,2.0,1102821,Fp: 07/03/26 Ff: 07/03/26,6759841,ALTA STOCK AJUSTE,0000-00021545,*GENERAL*,64.0
ANELKA 25 mg Cmp.recx30,,,,,,,99999999,,6759841,Fin,,,
APRIL 28 compx28,2.0,2026-03-07,09:41:32,2.0,-1.0,1.0,1102362,MM:  Af:,4184192,Venta,TK 925014,,121.0
APRIL 28 compx28,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4184192,COMPRA,0014-24729154,ASOPROFARMA,64.0
APRIL 28 compx28,,,,,,,99999999,,4184192,Fin,,,
ATENOLOL 25 mg compx60,4.0,2026-03-07,10:37:30,5.0,-1.0,4.0,1102426,MM: N161953 Af: 121052228,3982738,Venta,TK 925069,,50.0
ATENOLOL 25 mg compx60,,,,,,,99999999,,3982738,Fin,,,
ATENOLOL 50 mg compx30,4.0,2026-03-07,09:08:29,4.0,-1.0,3.0,1102340,MM: MP331548 Af: 150358577506/, 349267,Venta,TK 924993,,121.0
ATENOLOL 50 mg compx30,4.0,2026-03-07,10:54:36,3.0,-1.0,2.0,1102456,MM: MP331472 Af: 150253856707/, 349267,Venta,TK 925094,,121.0
ATENOLOL 50 mg compx30,4.0,2026-03-07,18:06:44,2.0,2.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26, 349267,COMPRA,0014-24729154,ASOPROFARMA,64.0
ATENOLOL 50 mg compx30,,,,,,,99999999,, 349267,Fin,,,
ATENOLOL 50 mg compx60,3.0,2026-03-07,10:35:06,2.0,1.0,3.0,1102423,Fp: 07/03/26 Ff: 07/03/26, 349268,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ATENOLOL 50 mg compx60,,,,,,,99999999,, 349268,Fin,,,
BILETAN 25 mg gragx40,0.0,2026-03-07,21:52:31,1.0,-1.0,0.0,1102824,Fp: 07/03/26 Ff: 07/03/26,2629072,BAJA STOCK AJUSTE,0000-00021547,*GENERAL*,64.0
BILETAN 25 mg gragx40,,,,,,,99999999,,2629072,Fin,,,
BILETAN FORTE 50 mg compx60,2.0,2026-03-07,21:47:20,1.0,1.0,2.0,1102821,Fp: 07/03/26 Ff: 07/03/26,3127946,ALTA STOCK AJUSTE,0000-00021545,*GENERAL*,64.0
BILETAN FORTE 50 mg compx60,,,,,,,99999999,,3127946,Fin,,,
CALCIMAX D3 400 compx60,0.0,2026-03-07,21:52:31,1.0,-1.0,0.0,1102824,Fp: 07/03/26 Ff: 07/03/26,5081334,BAJA STOCK AJUSTE,0000-00021547,*GENERAL*,64.0
CALCIMAX D3 400 compx60,,,,,,,99999999,,5081334,Fin,,,
CLINADOL FORTE 100 mg compx16,2.0,2026-03-07,18:22:23,3.0,-1.0,2.0,1102734,MM:  Af:,3338578,Venta,TK 925349,,22.0
CLINADOL FORTE 100 mg compx16,,,,,,,99999999,,3338578,Fin,,,
CLINADOL FORTE 100 mg compx8,2.0,2026-03-07,17:29:15,3.0,-1.0,2.0,1102700,MM:  Af:,3338577,Venta,TK 925320,,22.0
CLINADOL FORTE 100 mg compx8,,,,,,,99999999,,3338577,Fin,,,
DESIRE 2 mg Cmp.recx28,3.0,2026-03-07,11:59:15,3.0,-1.0,2.0,1102521,MM: MP452031 Af: 0000011265001,6158002,Venta,TK 925155,,50.0
DESIRE 2 mg Cmp.recx28,3.0,2026-03-07,21:03:19,2.0,-2.0,0.0,1102810,MM: MN129482 Af: 017728940112,6158002,Venta,TK 925422,,64.0
DESIRE 2 mg Cmp.recx28,,,,,,,99999999,,6158002,Fin,,,
DIOCAM 0.5 mg compx30,1.0,2026-03-07,12:38:53,1.0,-1.0,0.0,1102561,MM: MP334429 Af: 150324479801/,4289472,Venta,TK 925193,,119.0
DIOCAM 0.5 mg compx30,1.0,2026-03-07,12:45:48,0.0,-1.0,-1.0,1102568,MM: MP339089 Af: 150324479801/,4289472,Venta Con Vale!,TK 925200,,119.0
DIOCAM 0.5 mg compx30,,,,,,,99999999,,4289472,Fin,,,
DIOCAM 2 mg compx30,1.0,2026-03-07,21:52:31,2.0,-1.0,1.0,1102824,Fp: 07/03/26 Ff: 07/03/26,4289552,BAJA STOCK AJUSTE,0000-00021547,*GENERAL*,64.0
DIOCAM 2 mg compx30,,,,,,,99999999,,4289552,Fin,,,
DIVALPREX 250 mg compx50,1.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,6158264,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DIVALPREX 250 mg compx50,,,,,,,99999999,,6158264,Fin,,,
ELAFAX XR 150 mg compx28,1.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,4519802,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ELAFAX XR 150 mg compx28,,,,,,,99999999,,4519802,Fin,,,
ENEMOL solx135 ml,2.0,2026-03-07,15:54:30,2.0,-2.0,0.0,1102656,MM: MP187888 Af: 150084279402/, 348191,Venta,TK 925282,,22.0
ENEMOL solx135 ml,2.0,2026-03-07,10:35:06,1.0,1.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26, 348191,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ENEMOL solx135 ml,,,,,,,99999999,, 348191,Fin,,,
EPLERONA 25 mg Cmp.recx30,2.0,2026-03-07,09:02:16,2.0,-1.0,1.0,1102334,MM: MP339481 Af: 140283176001/,5608394,Venta,TK 924987,,50.0
EPLERONA 25 mg Cmp.recx30,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5608394,COMPRA,0014-24729154,ASOPROFARMA,64.0
EPLERONA 25 mg Cmp.recx30,,,,,,,99999999,,5608394,Fin,,,
FEMIDEN Cmp.recx28,2.0,2026-03-07,12:00:42,3.0,-1.0,2.0,1102524,MM:  Af:,6240841,Venta,TK 925158,,17.0
FEMIDEN Cmp.recx28,,,,,,,99999999,,6240841,Fin,,,
FILTEN 12.5 mg Cmp.ranx60,4.0,2026-03-07,16:22:09,4.0,-1.0,3.0,1102670,MM: MN144068 Af: 513732,4879016,Venta,TK 925295,,239.0
FILTEN 12.5 mg Cmp.ranx60,,,,,,,99999999,,4879016,Fin,,,
FILTEN 3.125 mg Cmp.ranx60,2.0,2026-03-07,21:47:20,1.0,1.0,2.0,1102821,Fp: 07/03/26 Ff: 07/03/26,4878866,ALTA STOCK AJUSTE,0000-00021545,*GENERAL*,64.0
FILTEN 3.125 mg Cmp.ranx60,,,,,,,99999999,,4878866,Fin,,,
FOXETIN 20 mg compx60,2.0,2026-03-07,20:23:17,2.0,-1.0,1.0,1102792,MM: MP333552 Af: 140925020709/,3057312,Venta,TK 925404,,239.0
FOXETIN 20 mg compx60,2.0,2026-03-07,21:52:31,1.0,-1.0,0.0,1102824,Fp: 07/03/26 Ff: 07/03/26,3057312,BAJA STOCK AJUSTE,0000-00021547,*GENERAL*,64.0
FOXETIN 20 mg compx60,,,,,,,99999999,,3057312,Fin,,,
FUCSIA SIN ESTROGENOS Cmp.recx,3.0,2026-03-07,18:04:51,2.0,-1.0,1.0,1102723,MM: MN176044 Af: 9436840201,6690841,Venta,TK 925339,,239.0
FUCSIA SIN ESTROGENOS Cmp.recx,3.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6690841,COMPRA,0014-24729154,ASOPROFARMA,64.0
FUCSIA SIN ESTROGENOS Cmp.recx,,,,,,,99999999,,6690841,Fin,,,
GADOLIP 45 mg cápsx30,1.0,2026-03-07,12:41:41,1.0,-1.0,0.0,1102564,MM: MP331557 Af: 150486532201/,5962133,Venta,TK 925196,,218.0
GADOLIP 45 mg cápsx30,,,,,,,99999999,,5962133,Fin,,,
GADOPRIL 10 mg Cmp.ranx30,1.0,2026-03-07,12:18:19,3.0,-1.0,2.0,1102539,MM: MP34421 Af: 150306503001/0,3124396,Venta,TK 925171,,121.0
GADOPRIL 10 mg Cmp.ranx30,,,,,,,99999999,,3124396,Fin,,,
GADOPRIL 10 mg Cmp.ranx60,3.0,2026-03-07,11:10:29,4.0,-1.0,3.0,1102465,MM: MP331548 Af: 140135947105/,3124397,Venta,TK 925102,,121.0
GADOPRIL 10 mg Cmp.ranx60,,,,,,,99999999,,3124397,Fin,,,
GADOPRIL 5 mg Cmp.ranx60,3.0,2026-03-07,16:18:56,3.0,-1.0,2.0,1102668,MM: MN144068 Af: 513732,3927205,Venta,TK 925293,,239.0
GADOPRIL 5 mg Cmp.ranx60,,,,,,,99999999,,3927205,Fin,,,
GADOPRIL D 10/25 mg compx30,1.0,2026-03-07,12:41:24,2.0,-1.0,1.0,1102563,MM: MP339089 Af: 150324479801/,5202512,Venta,TK 925195,,119.0
GADOPRIL D 10/25 mg compx30,,,,,,,99999999,,5202512,Fin,,,
LERCADIP 10 mg Cmp.recx30,2.0,2026-03-07,10:20:43,2.0,1.0,3.0,1102401,Fp: 07/03/26 Ff: 06/03/26,4376754,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LERCADIP 10 mg Cmp.recx30,,,,,,,99999999,,4376754,Fin,,,
LERCADIP 20 mg Cmp.recx30,2.0,2026-03-07,10:20:43,0.0,2.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,5489266,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LERCADIP 20 mg Cmp.recx30,,,,,,,99999999,,5489266,Fin,,,
NEURO BILETAN 600 mg Cmp.recx3,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,4504611,COMPRA,0014-24723889,ASOPROFARMA,118.0
NEURO BILETAN 600 mg Cmp.recx3,,,,,,,99999999,,4504611,Fin,,,
OMECAP 90 cáps.Bld x30,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,6403681,COMPRA,0014-24723889,ASOPROFARMA,118.0
OMECAP 90 cáps.Bld x30,,,,,,,99999999,,6403681,Fin,,,
PAXON 50 mg Cmp.recx30,2.0,2026-03-07,12:25:53,3.0,-1.0,2.0,1102546,MM:  Af:,3986956,Venta,TK 925178,,119.0
PAXON 50 mg Cmp.recx30,,,,,,,99999999,,3986956,Fin,,,
PAXON 50 mg Cmp.recx60,2.0,2026-03-07,16:16:46,4.0,-1.0,3.0,1102666,MM: MN68567 Af: 18096198000,3986957,Venta,TK 925291,,27.0
PAXON 50 mg Cmp.recx60,2.0,2026-03-07,20:31:55,3.0,-1.0,2.0,1102797,MM: MP336512 Af: 1504570140070,3986957,Venta,TK 925409,,239.0
PAXON 50 mg Cmp.recx60,2.0,2026-03-07,11:15:48,3.0,1.0,4.0,1102473,Fp: 07/03/26 Ff: 07/03/26,3986957,COMPRA,0014-24723889,ASOPROFARMA,118.0
PAXON 50 mg Cmp.recx60,2.0,2026-03-07,21:52:31,2.0,-1.0,1.0,1102824,Fp: 07/03/26 Ff: 07/03/26,3986957,BAJA STOCK AJUSTE,0000-00021547,*GENERAL*,64.0
PAXON 50 mg Cmp.recx60,,,,,,,99999999,,3986957,Fin,,,
PAXON D 50/12.5 mg Cmp.recx60,0.0,2026-03-07,21:52:31,1.0,-1.0,0.0,1102824,Fp: 07/03/26 Ff: 07/03/26,4099552,BAJA STOCK AJUSTE,0000-00021547,*GENERAL*,64.0
PAXON D 50/12.5 mg Cmp.recx60,,,,,,,99999999,,4099552,Fin,,,
RELIVERAN Ad.gtsx20 ml,3.0,2026-03-07,21:47:20,2.0,1.0,3.0,1102821,Fp: 07/03/26 Ff: 07/03/26, 296962,ALTA STOCK AJUSTE,0000-00021545,*GENERAL*,64.0
RELIVERAN Ad.gtsx20 ml,,,,,,,99999999,, 296962,Fin,,,
RELIVERAN Nñ.gtsx20 ml,1.0,2026-03-07,15:41:37,2.0,-1.0,1.0,1102651,MM:  Af:, 294802,Venta,TK 925277,,27.0
RELIVERAN Nñ.gtsx20 ml,,,,,,,99999999,, 294802,Fin,,,
RISPERIN 1 mg compx20,1.0,2026-03-07,16:56:18,1.0,-1.0,0.0,1102690,MM: P334948 Af:,3813012,Venta Con Vale!,TK 925310,,111.0
RISPERIN 1 mg compx20,,,,,,,99999999,,3813012,Fin,,,
RISPERIN 1 mg compx60,3.0,2026-03-07,17:34:04,2.0,-1.0,1.0,1102704,MM: MP552343 Af: 150069701301/,3813013,Venta,TK 925324,,111.0
RISPERIN 1 mg compx60,3.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,3813013,COMPRA,0014-24729154,ASOPROFARMA,64.0
RISPERIN 1 mg compx60,,,,,,,99999999,,3813013,Fin,,,
RISPERIN 2 mg compx60,-1.0,2026-03-07,11:34:18,1.0,-1.0,0.0,1102494,MM: MP3206 Af: 115072086700/00,3813192,Venta,TK 925128,,50.0
RISPERIN 2 mg compx60,-1.0,2026-03-07,11:48:32,0.0,-1.0,-1.0,1102507,MM: MN182357 Af: 92579031,3813192,Venta Con Vale!,TK 925141,,119.0
RISPERIN 2 mg compx60,,,,,,,99999999,,3813192,Fin,,,
SINLIP 10 mg Cmp.recx30,4.0,2026-03-07,12:16:38,3.0,-1.0,2.0,1102538,MM: MP334429 Af: 150574697000/,5234696,Venta,TK 925170,,119.0
SINLIP 10 mg Cmp.recx30,4.0,2026-03-07,11:23:24,2.0,1.0,3.0,1102484,Fp: 07/03/26 Ff: 07/03/26,5234696,COMPRA,0014-24723889,ASOPROFARMA,118.0
SINLIP 10 mg Cmp.recx30,4.0,2026-03-07,21:47:20,2.0,2.0,4.0,1102821,Fp: 07/03/26 Ff: 07/03/26,5234696,ALTA STOCK AJUSTE,0000-00021545,*GENERAL*,64.0
SINLIP 10 mg Cmp.recx30,,,,,,,99999999,,5234696,Fin,,,
SINLIP 20 mg Cmp.recx60,1.0,2026-03-07,10:19:20,1.0,-1.0,0.0,1102399,MM: MP339069 Af: 140127113309/,5234749,Venta,TK 925046,,119.0
SINLIP 20 mg Cmp.recx60,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5234749,COMPRA,0014-24729154,ASOPROFARMA,64.0
SINLIP 20 mg Cmp.recx60,,,,,,,99999999,,5234749,Fin,,,
SINLIP 40 mg Cmp.recx30,1.0,2026-03-07,11:15:48,0.0,1.0,1.0,1102473,Fp: 07/03/26 Ff: 07/03/26,5234816,COMPRA,0014-24723889,ASOPROFARMA,118.0
SINLIP 40 mg Cmp.recx30,,,,,,,99999999,,5234816,Fin,,,
SINLIP 5 mg Cmp.recx60,1.0,2026-03-07,11:16:01,1.0,-1.0,0.0,1102474,MM: MP337267 Af: 140036431605/,5336841,Venta,TK 925110,,119.0
SINLIP 5 mg Cmp.recx60,,,,,,,99999999,,5336841,Fin,,,
SOMIT 10 mg compx30,4.0,2026-03-07,17:36:25,4.0,-1.0,3.0,1102708,MM: MP552343 Af: 150069701301/,3580793,Venta,TK 925326,,111.0
SOMIT 10 mg compx30,,,,,,,99999999,,3580793,Fin,,,
SOMIT CR 12.5 mg Cmp.lib.modx3,1.0,2026-03-07,14:56:24,1.0,-1.0,0.0,1102630,MM: MP36191 Af: 222448322300,5526133,Venta,TK 925256,,27.0
SOMIT CR 12.5 mg Cmp.lib.modx3,,,,,,,99999999,,5526133,Fin,,,
VESICARE 5 mg Cmp.recx30,1.0,2026-03-07,20:54:14,1.0,-1.0,0.0,1102803,MM: MP37267 Af: 150653572506/0,5471133,Venta,TK 925415,,239.0
VESICARE 5 mg Cmp.recx30,,,,,,,99999999,,5471133,Fin,,,
XELEVIA MET 50/1000 mg Cmp.rec,1.0,2026-03-07,09:17:39,2.0,-1.0,1.0,1102346,MM: MP334217 Af: 140153300208/,6147422,Venta,TK 924999,,119.0
XELEVIA MET 50/1000 mg Cmp.rec,,,,,,,99999999,,6147422,Fin,,,
XELEVIA MET 50/850 mg Cmp.recx,1.0,2026-03-07,08:38:46,2.0,-1.0,1.0,1102320,MM: MP446841 Af: 140138551109/,6147391,Venta,TK 924975,,41.0
XELEVIA MET 50/850 mg Cmp.recx,,,,,,,99999999,,6147391,Fin,,,
XELEVIA MET XR 50/1000 mg Cmp.,3.0,2026-03-07,21:47:20,1.0,2.0,3.0,1102821,Fp: 07/03/26 Ff: 07/03/26,6256391,ALTA STOCK AJUSTE,0000-00021545,*GENERAL*,64.0
XELEVIA MET XR 50/1000 mg Cmp.,,,,,,,99999999,,6256391,Fin,,,
ALIKAL  LIMON    X 1,17.0,2026-03-07,11:20:32,21.0,-4.0,17.0,1102480,MM:  Af:,9949778,Venta,TK 925116,,41.0
ALIKAL  LIMON    X 1,,,,,,,99999999,,9949778,Fin,,,
ALIKAL  NARANJA  X 1,69.0,2026-03-07,12:03:33,73.0,-2.0,71.0,1102528,MM:  Af:,9943339,Venta,TK 925162,,17.0
ALIKAL  NARANJA  X 1,69.0,2026-03-07,15:56:37,71.0,-2.0,69.0,1102658,MM:  Af:,9943339,Venta,TK 925284,,27.0
ALIKAL  NARANJA  X 1,,,,,,,99999999,,9943339,Fin,,,
ALIKAL  ORIGINAL X 1,45.0,2026-03-07,11:17:32,49.0,-4.0,45.0,1102477,MM:  Af:,9903491,Venta,TK 925113,,50.0
ALIKAL  ORIGINAL X 1,,,,,,,99999999,,9903491,Fin,,,
CENTRUM ESSENCIAL Cmp. x30,2.0,2026-03-07,08:48:26,2.0,-1.0,1.0,1102325,MM:  Af:,9963354,Venta,TK 924978,,41.0
CENTRUM ESSENCIAL Cmp. x30,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9963354,COMPRA,0014-24729154,ASOPROFARMA,64.0
CENTRUM ESSENCIAL Cmp. x30,,,,,,,99999999,,9963354,Fin,,,
CENTRUM SILVER HOMBRE Cmp.recx,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9959469,COMPRA,0014-24729154,ASOPROFARMA,64.0
CENTRUM SILVER HOMBRE Cmp.recx,,,,,,,99999999,,9959469,Fin,,,
COREGA CONNECT pomo x70 g,3.0,2026-03-07,16:13:35,3.0,-1.0,2.0,1102663,MM:  Af:,9962119,Venta,TK 925289,,22.0
COREGA CONNECT pomo x70 g,3.0,2026-03-07,16:14:25,2.0,1.0,3.0,1102664,MM:  Af:,9962119,Anulaci¢n,N1  43608,,22.0
COREGA CONNECT pomo x70 g,3.0,2026-03-07,16:14:47,3.0,-1.0,2.0,1102665,MM:  Af:,9962119,Venta,TK 925290,,22.0
COREGA CONNECT pomo x70 g,,,,,,,99999999,,9962119,Fin,,,
COREGA ULTRA MAX FIJACION + S,2.0,2026-03-07,11:37:46,2.0,-1.0,1.0,1102498,MM:  Af:,8122847,Venta,TK 925132,,17.0
COREGA ULTRA MAX FIJACION + S,,,,,,,99999999,,8122847,Fin,,,
IBU EVANOL FORTE 400 mg tabx10,3.0,2026-03-07,09:41:32,2.0,-1.0,1.0,1102362,MM:  Af:,9954251,Venta,TK 925014,,121.0
IBU EVANOL FORTE 400 mg tabx10,3.0,2026-03-07,10:20:43,1.0,1.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,9954251,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
IBU EVANOL FORTE 400 mg tabx10,3.0,2026-03-07,18:06:44,2.0,1.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9954251,COMPRA,0014-24729154,ASOPROFARMA,64.0
IBU EVANOL FORTE 400 mg tabx10,,,,,,,99999999,,9954251,Fin,,,
LEVOTIROXINA GSK 100 mcg compx,5.0,2026-03-07,09:33:33,7.0,-1.0,6.0,1102356,MM: MN164764 Af: 4907200, 320371,Venta,TK 925008,,41.0
LEVOTIROXINA GSK 100 mcg compx,,,,,,,99999999,, 320371,Fin,,,
LEVOTIROXINA GSK 112 mcg compx,1.0,2026-03-07,10:42:16,2.0,-1.0,1.0,1102432,MM: MN82433 Af: 014807530110,4716311,Venta,TK 925074,,121.0
LEVOTIROXINA GSK 112 mcg compx,1.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4716311,COMPRA,0014-24729154,ASOPROFARMA,64.0
LEVOTIROXINA GSK 112 mcg compx,,,,,,,99999999,,4716311,Fin,,,
LEVOTIROXINA GSK 125 mcg compx,2.0,2026-03-07,10:20:43,1.0,1.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,4766991,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LEVOTIROXINA GSK 125 mcg compx,,,,,,,99999999,,4766991,Fin,,,
LEVOTIROXINA GSK 137 mcg compx,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,4716491,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LEVOTIROXINA GSK 137 mcg compx,,,,,,,99999999,,4716491,Fin,,,
LEVOTIROXINA GSK 150 mcg compx,2.0,2026-03-07,15:54:11,2.0,-1.0,1.0,1102655,MM: 0 Af: 022609250003,4716571,Venta,TK 925281,,27.0
LEVOTIROXINA GSK 150 mcg compx,,,,,,,99999999,,4716571,Fin,,,
LEVOTIROXINA GSK 25 mcg compx5,1.0,2026-03-07,16:17:28,1.0,-1.0,0.0,1102667,MM: MN144068 Af: 513732,4716071,Venta,TK 925292,,239.0
LEVOTIROXINA GSK 25 mcg compx5,,,,,,,99999999,,4716071,Fin,,,
PARODONTAX BLANQUEADOR cr.dent,2.0,2026-03-07,19:24:09,3.0,-1.0,2.0,1102766,MM:  Af:,9948227,Venta,TK 925379,,27.0
PARODONTAX BLANQUEADOR cr.dent,,,,,,,99999999,,9948227,Fin,,,
SENSODYNE ORIGINAL cr.dental x,3.0,2026-03-07,11:23:24,1.0,2.0,3.0,1102484,Fp: 07/03/26 Ff: 07/03/26,9932306,COMPRA,0014-24723889,ASOPROFARMA,118.0
SENSODYNE ORIGINAL cr.dental x,,,,,,,99999999,,9932306,Fin,,,
ULTRA COREGA CR MENTA pomo x40,3.0,2026-03-07,14:45:33,3.0,-1.0,2.0,1102626,MM:  Af:,9930154,Venta,TK 925252,,27.0
ULTRA COREGA CR MENTA pomo x40,3.0,2026-03-07,11:23:24,2.0,1.0,3.0,1102484,Fp: 07/03/26 Ff: 07/03/26,9930154,COMPRA,0014-24723889,ASOPROFARMA,118.0
ULTRA COREGA CR MENTA pomo x40,,,,,,,99999999,,9930154,Fin,,,
ULTRA COREGA CR MENTA pomo x70,3.0,2026-03-07,11:52:25,4.0,-1.0,3.0,1102513,MM:  Af:,9952735,Venta,TK 925147,,121.0
ULTRA COREGA CR MENTA pomo x70,,,,,,,99999999,,9952735,Fin,,,
ULTRA COREGA CR SIN SABOR pomo,3.0,2026-03-07,11:15:48,3.0,1.0,4.0,1102473,Fp: 07/03/26 Ff: 07/03/26,9935668,COMPRA,0014-24723889,ASOPROFARMA,118.0
ULTRA COREGA CR SIN SABOR pomo,,,,,,,99999999,,9935668,Fin,,,
ULTRA COREGA CR SIN SABOR pomo,5.0,2026-03-07,18:52:57,5.0,-1.0,4.0,1102747,MM:  Af:,9952209,Venta,TK 925361,,64.0
ULTRA COREGA CR SIN SABOR pomo,5.0,2026-03-07,21:08:31,4.0,-1.0,3.0,1102811,MM:  Af:,9952209,Venta,TK 925423,,64.0
ULTRA COREGA CR SIN SABOR pomo,,,,,,,99999999,,9952209,Fin,,,
ULTRA COREGA CR SIN SABOR pomo,5.0,2026-03-07,12:25:30,5.0,-1.0,4.0,1102545,MM:  Af:,9952356,Venta,TK 925177,,121.0
ULTRA COREGA CR SIN SABOR pomo,5.0,2026-03-07,11:23:24,4.0,1.0,5.0,1102484,Fp: 07/03/26 Ff: 07/03/26,9952356,COMPRA,0014-24723889,ASOPROFARMA,118.0
ULTRA COREGA CR SIN SABOR pomo,,,,,,,99999999,,9952356,Fin,,,
ULTRA COREGA MAXIMO SELLADO po,4.0,2026-03-07,18:06:44,3.0,1.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9958436,COMPRA,0014-24729154,ASOPROFARMA,64.0
ULTRA COREGA MAXIMO SELLADO po,,,,,,,99999999,,9958436,Fin,,,
UVASAL  LIMON    X 2 SOB,7.0,2026-03-07,17:53:41,10.0,-3.0,7.0,1102716,MM:  Af:,9914399,Venta,TK 925332,,22.0
UVASAL  LIMON    X 2 SOB,,,,,,,99999999,,9914399,Fin,,,
UVASAL  NARANJA  X 2 SOB,38.0,2026-03-07,09:06:28,13.0,-4.0,9.0,1102337,MM:  Af:,1320101,Venta,TK 924990,,121.0
UVASAL  NARANJA  X 2 SOB,38.0,2026-03-07,11:54:43,9.0,-1.0,8.0,1102516,MM:  Af:,1320101,Venta,TK 925150,,119.0
UVASAL  NARANJA  X 2 SOB,38.0,2026-03-07,18:06:44,8.0,30.0,38.0,1102724,Fp: 07/03/26 Ff: 07/03/26,1320101,COMPRA,0014-24729154,ASOPROFARMA,64.0
UVASAL  NARANJA  X 2 SOB,,,,,,,99999999,,1320101,Fin,,,
UVASAL plastx100 g,2.0,2026-03-07,09:04:51,2.0,-1.0,1.0,1102336,MM:  Af:,1004468,Venta,TK 924989,,121.0
UVASAL plastx100 g,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,1004468,COMPRA,0014-24729154,ASOPROFARMA,64.0
UVASAL plastx100 g,,,,,,,99999999,,1004468,Fin,,,
