DESCRIP,STOCK,FECHA,HORA,ANTES,CANTID,DESPUES,NUT,OBS,CODIGO,TIPO,NUMERO,NOM_PROV,VENDEDOR
DEBLAX cáps.blx2,2.0,2026-03-07,10:42:06,1.0,1.0,2.0,1102431,Fp: 07/03/26 Ff: 07/03/26,6409422,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DEBLAX cáps.blx2,,,,,,,99999999,,6409422,Fin,,,
FEMALVI compx28 (24+4),2.0,2026-03-07,14:04:57,2.0,-1.0,1.0,1102607,MM: MP332355 Af: 1539380,6577261,Venta,TK 925233,,41.0
FEMALVI compx28 (24+4),,,,,,,99999999,,6577261,Fin,,,
NIVAS 30 mg Cmp.recx60,1.0,2026-03-07,11:15:48,0.0,1.0,1.0,1102473,Fp: 07/03/26 Ff: 07/03/26,3078604,COMPRA,0014-24723889,ASOPROFARMA,118.0
NIVAS 30 mg Cmp.recx60,,,,,,,99999999,,3078604,Fin,,,
REDUPROST 0.4 mg capsx30,10.0,2026-03-07,08:55:58,5.0,-1.0,4.0,1102330,MM: MP334540 Af: 1503100673090,4483911,Venta,TK 924983,,41.0
REDUPROST 0.4 mg capsx30,,,,,,,99999999,,4483911,Fin,,,
TORGYN DUO caps.bland.vagx7,1.0,2026-03-07,19:24:32,1.0,-1.0,0.0,1102767,MM: MP452031 Af: 230880,5337681,Venta,TK 925380,,111.0
TORGYN DUO caps.bland.vagx7,,,,,,,99999999,,5337681,Fin,,,
XAROBAN 20 mg x30 Cmp.rec.,1.0,2026-03-07,10:42:24,1.0,-1.0,0.0,1102436,MM: MP334460 Af: 1400175914090,6564714,Venta,TK 925077,,119.0
XAROBAN 20 mg x30 Cmp.rec.,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6564714,COMPRA,0014-24729154,ASOPROFARMA,64.0
XAROBAN 20 mg x30 Cmp.rec.,,,,,,,99999999,,6564714,Fin,,,
XUMER 90 mg Cmp.recx28,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6421483,COMPRA,0014-24729154,ASOPROFARMA,64.0
XUMER 90 mg Cmp.recx28,,,,,,,99999999,,6421483,Fin,,,
ASOLMICINA.DOX 100 mg Cmp.recx,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4679953,COMPRA,0014-24729154,ASOPROFARMA,64.0
ASOLMICINA.DOX 100 mg Cmp.recx,,,,,,,99999999,,4679953,Fin,,,
HIFAMONIL CR crx20 g,1.0,2026-03-07,14:08:58,1.0,-1.0,0.0,1102610,MM: MP452031 Af: 1424650,4700471,Venta,TK 925236,,13.0
HIFAMONIL CR crx20 g,,,,,,,99999999,,4700471,Fin,,,
TRATACNE gel x15 g,1.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,3643572,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
TRATACNE gel x15 g,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,3643572,COMPRA,0014-24723889,ASOPROFARMA,118.0
TRATACNE gel x15 g,,,,,,,99999999,,3643572,Fin,,,
VASTINA 10 mg compx30,0.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,4764753,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
VASTINA 10 mg compx30,,,,,,,99999999,,4764753,Fin,,,
ATORVASTATIN 40 mg compx30,0.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,5308971,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
ATORVASTATIN 40 mg compx30,,,,,,,99999999,,5308971,Fin,,,
AZITROMICINA 500 mg compx3,1.0,2026-03-07,11:53:34,2.0,-1.0,1.0,1102514,MM: 00 Af:,4141861,Venta,TK 925148,,119.0
AZITROMICINA 500 mg compx3,,,,,,,99999999,,4141861,Fin,,,
CLOPIDOGREL 75 mg compx30,0.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,5699712,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
CLOPIDOGREL 75 mg compx30,,,,,,,99999999,,5699712,Fin,,,
ENALAPRIL 10 mg compx30,0.0,2026-03-07,20:09:43,1.0,-1.0,0.0,1102788,MM:  Af:,3365883,Venta,TK 925400,,27.0
ENALAPRIL 10 mg compx30,,,,,,,99999999,,3365883,Fin,,,
MEMANTINA 10 mg compx30,0.0,2026-03-07,20:54:14,1.0,-1.0,0.0,1102803,MM: MP37267 Af: 150653572506/0,6156265,Venta,TK 925415,,239.0
MEMANTINA 10 mg compx30,,,,,,,99999999,,6156265,Fin,,,
MEPREDNISONA 4 mg compx20 (TRZ,0.0,2026-03-07,16:28:33,1.0,-1.0,0.0,1102674,MM: MP339165 Af: 019887230207,4642482,Venta,TK 925298,,111.0
MEPREDNISONA 4 mg compx20 (TRZ,,,,,,,99999999,,4642482,Fin,,,
PREGABALINA75 75 mg cápsx30,-2.0,2026-03-07,20:28:43,0.0,-2.0,-2.0,1102796,MM: MP80808 Af: 15045701400700,6474974,Venta Con Vale!,TK 925408,,239.0
PREGABALINA75 75 mg cápsx30,,,,,,,99999999,,6474974,Fin,,,
TAMSULOSINA 0.4mg caps.L.Cx30(,1.0,2026-03-07,19:36:50,4.0,-1.0,3.0,1102775,MM:  Af:,5963552,Venta,TK 925388,,64.0
TAMSULOSINA 0.4mg caps.L.Cx30(,,,,,,,99999999,,5963552,Fin,,,
ACALIX AP 120 mg capsx30,1.0,2026-03-07,10:59:17,1.0,-1.0,0.0,1102459,MM: MP233891 Af: 140283023603/,2828722,Venta,TK 925096,,119.0
ACALIX AP 120 mg capsx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2828722,COMPRA,0014-24729154,ASOPROFARMA,64.0
ACALIX AP 120 mg capsx30,,,,,,,99999999,,2828722,Fin,,,
ACALIX CRONOS 180 mg capsx30,1.0,2026-03-07,10:42:06,0.0,1.0,1.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5468844,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ACALIX CRONOS 180 mg capsx30,,,,,,,99999999,,5468844,Fin,,,
AMOXIDAL 500 mg Cmp.recx21,3.0,2026-03-07,18:34:21,3.0,-1.0,2.0,1102740,MM: 0 Af:,4962855,Venta,TK 925355,,27.0
AMOXIDAL 500 mg Cmp.recx21,,,,,,,99999999,,4962855,Fin,,,
AMOXIDAL DUO compx14,2.0,2026-03-07,13:43:03,1.0,-1.0,0.0,1102599,MM: 00 Af:,4538296,Venta,TK 925226,,17.0
AMOXIDAL DUO compx14,2.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4538296,COMPRA,0014-24729154,ASOPROFARMA,64.0
AMOXIDAL DUO compx14,,,,,,,99999999,,4538296,Fin,,,
AMOXIDAL Ped.500 mg suspx120 m,3.0,2026-03-07,10:42:06,2.0,1.0,3.0,1102431,Fp: 07/03/26 Ff: 07/03/26,2787483,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
AMOXIDAL Ped.500 mg suspx120 m,,,,,,,99999999,,2787483,Fin,,,
BRONAX FLEX compx10,1.0,2026-03-07,20:57:04,1.0,-1.0,0.0,1102805,MM:  Af: 217830502400,5702712,Venta,TK 925417,,64.0
BRONAX FLEX compx10,,,,,,,99999999,,5702712,Fin,,,
BRONAX FLEX compx20,2.0,2026-03-07,10:42:06,1.0,1.0,2.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5702715,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
BRONAX FLEX compx20,,,,,,,99999999,,5702715,Fin,,,
CEPOREXIN DUO 1 GR 1 g compx14,2.0,2026-03-07,19:38:49,2.0,-1.0,1.0,1102777,MM: MP341029 Af: 7411,3065072,Venta,TK 925390,,27.0
CEPOREXIN DUO 1 GR 1 g compx14,,,,,,,99999999,,3065072,Fin,,,
CIRIAX 500 mg compx20,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,3044365,COMPRA,0014-24729154,ASOPROFARMA,64.0
CIRIAX 500 mg compx20,,,,,,,99999999,,3044365,Fin,,,
CIRIAX OTIC L gts.óticas x5 ml,2.0,2026-03-07,16:30:02,2.0,-1.0,1.0,1102676,MM: MP339165 Af: 019887230207,5563132,Venta,TK 925299,,111.0
CIRIAX OTIC L gts.óticas x5 ml,,,,,,,99999999,,5563132,Fin,,,
CORBIS 2.5 mg Cmp.recx30,4.0,2026-03-07,09:00:00,5.0,-1.0,4.0,1102331,MM: MP339481 Af: 140283176001/,4963036,Venta,TK 924984,,50.0
CORBIS 2.5 mg Cmp.recx30,4.0,2026-03-07,10:35:06,4.0,1.0,5.0,1102423,Fp: 07/03/26 Ff: 07/03/26,4963036,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
CORBIS 2.5 mg Cmp.recx30,4.0,2026-03-07,18:06:44,5.0,1.0,6.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4963036,COMPRA,0014-24729154,ASOPROFARMA,64.0
CORBIS 2.5 mg Cmp.recx30,,,,,,,99999999,,4963036,Fin,,,
CORBIS 2.5 mg Cmp.recx60,3.0,2026-03-07,12:43:34,3.0,-1.0,2.0,1102566,MM: MP339089 Af: 150324479801/,4963038,Venta,TK 925198,,119.0
CORBIS 2.5 mg Cmp.recx60,3.0,2026-03-07,10:35:06,2.0,1.0,3.0,1102423,Fp: 07/03/26 Ff: 07/03/26,4963038,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
CORBIS 2.5 mg Cmp.recx60,,,,,,,99999999,,4963038,Fin,,,
CORBIS 5 mg Cmp.recx30,4.0,2026-03-07,09:01:37,5.0,-1.0,4.0,1102333,MM: MP39650 Af: 150362022306/0,4676306,Venta,TK 924986,,41.0
CORBIS 5 mg Cmp.recx30,4.0,2026-03-07,11:15:14,8.0,-1.0,7.0,1102470,MM: MP334429 Af: 140006637909/,4676306,Venta,TK 925107,,41.0
CORBIS 5 mg Cmp.recx30,4.0,2026-03-07,10:42:06,4.0,4.0,8.0,1102431,Fp: 07/03/26 Ff: 07/03/26,4676306,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
CORBIS 5 mg Cmp.recx30,,,,,,,99999999,,4676306,Fin,,,
CORPRES 2.5 2.5 mg compx30,1.0,2026-03-07,09:53:49,1.0,-1.0,0.0,1102378,MM: MP39607 Af: 140010714304/0,6219716,Venta,TK 925029,,17.0
CORPRES 2.5 2.5 mg compx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6219716,COMPRA,0014-24729154,ASOPROFARMA,64.0
CORPRES 2.5 2.5 mg compx30,,,,,,,99999999,,6219716,Fin,,,
DEXOPRAL 30 cáps. x30,2.0,2026-03-07,13:19:24,4.0,-1.0,3.0,1102587,MM: MP53360 Af: 150235630708/0,5967134,Venta,TK 925214,,218.0
DEXOPRAL 30 cáps. x30,2.0,2026-03-07,16:40:15,3.0,-1.0,2.0,1102686,MM: MP331472 Af: 145933007503/,5967134,Venta,TK 925306,,22.0
DEXOPRAL 30 cáps. x30,2.0,2026-03-07,18:06:44,2.0,1.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5967134,COMPRA,0014-24729154,ASOPROFARMA,64.0
DEXOPRAL 30 cáps. x30,,,,,,,99999999,,5967134,Fin,,,
FRENALER jbex60 ml,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5113941,COMPRA,0014-24729154,ASOPROFARMA,64.0
FRENALER jbex60 ml,,,,,,,99999999,,5113941,Fin,,,
INQUETIA 25 mg compx30,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,5945842,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
INQUETIA 25 mg compx30,,,,,,,99999999,,5945842,Fin,,,
IXIUM 100 mg Cmp.lib.prolx30,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,6041135,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
IXIUM 100 mg Cmp.lib.prolx30,,,,,,,99999999,,6041135,Fin,,,
LIDIL CORT spray nasal x60 ds.,1.0,2026-03-07,11:51:10,1.0,-1.0,0.0,1102511,MM:  Af:,3890321,Venta,TK 925145,,17.0
LIDIL CORT spray nasal x60 ds.,,,,,,,99999999,,3890321,Fin,,,
LOSACOR 100 mg Cmp.recx30,7.0,2026-03-07,10:10:08,6.0,-1.0,5.0,1102388,MM: MP335617 Af: 140044431409/,4649592,Venta,TK 925038,,236.0
LOSACOR 100 mg Cmp.recx30,7.0,2026-03-07,18:06:44,5.0,2.0,7.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4649592,COMPRA,0014-24729154,ASOPROFARMA,64.0
LOSACOR 100 mg Cmp.recx30,,,,,,,99999999,,4649592,Fin,,,
LOSACOR 50 mg Cmp.recx60,8.0,2026-03-07,09:35:27,6.0,-1.0,5.0,1102359,MM: MP333658 Af: 025031366911/,3964674,Venta,TK 925011,,50.0
LOSACOR 50 mg Cmp.recx60,8.0,2026-03-07,11:17:23,8.0,-1.0,7.0,1102476,MM: P550585 Af: 128280815,3964674,Venta,TK 925112,,13.0
LOSACOR 50 mg Cmp.recx60,8.0,2026-03-07,19:19:30,8.0,-1.0,7.0,1102761,MM: MP337530 Af: 216223916600,3964674,Venta,TK 925375,,239.0
LOSACOR 50 mg Cmp.recx60,8.0,2026-03-07,10:20:43,5.0,3.0,8.0,1102401,Fp: 07/03/26 Ff: 06/03/26,3964674,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LOSACOR 50 mg Cmp.recx60,8.0,2026-03-07,18:06:44,7.0,1.0,8.0,1102724,Fp: 07/03/26 Ff: 07/03/26,3964674,COMPRA,0014-24729154,ASOPROFARMA,64.0
LOSACOR 50 mg Cmp.recx60,,,,,,,99999999,,3964674,Fin,,,
LOTRIAL 10 mg compx30,5.0,2026-03-07,11:40:22,8.0,-1.0,7.0,1102501,MM:  Af:,2844722,Venta,TK 925135,,17.0
LOTRIAL 10 mg compx30,,,,,,,99999999,,2844722,Fin,,,
LOTRIAL 10 mg compx60,8.0,2026-03-07,08:46:53,7.0,-1.0,6.0,1102323,MM: MP442617 Af: 150450988101/,2844724,Venta,TK 924976,,50.0
LOTRIAL 10 mg compx60,8.0,2026-03-07,09:33:32,6.0,-1.0,5.0,1102355,MM: MP336512 Af: 150861652705/,2844724,Venta,TK 925007,,17.0
LOTRIAL 10 mg compx60,8.0,2026-03-07,12:57:32,7.0,-1.0,6.0,1102578,MM: MP331557 Af: 150486532201/,2844724,Venta,TK 925210,,218.0
LOTRIAL 10 mg compx60,8.0,2026-03-07,10:20:43,5.0,2.0,7.0,1102401,Fp: 07/03/26 Ff: 06/03/26,2844724,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LOTRIAL 10 mg compx60,8.0,2026-03-07,18:06:44,6.0,2.0,8.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2844724,COMPRA,0014-24729154,ASOPROFARMA,64.0
LOTRIAL 10 mg compx60,,,,,,,99999999,,2844724,Fin,,,
LOTRIAL 2.5 mg compx60,2.0,2026-03-07,18:48:02,2.0,-1.0,1.0,1102745,MM: N124773 Af: 18136174,3280984,Venta,TK 925359,,239.0
LOTRIAL 2.5 mg compx60,2.0,2026-03-07,10:20:43,1.0,1.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,3280984,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LOTRIAL 2.5 mg compx60,,,,,,,99999999,,3280984,Fin,,,
LOTRIAL 20 mg compx60,1.0,2026-03-07,09:22:12,1.0,-1.0,0.0,1102348,MM: MP334217 Af: 1403109578070,2844804,Venta,TK 925001,,119.0
LOTRIAL 20 mg compx60,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2844804,COMPRA,0014-24729154,ASOPROFARMA,64.0
LOTRIAL 20 mg compx60,,,,,,,99999999,,2844804,Fin,,,
LOTRIAL 5 mg compx30,4.0,2026-03-07,11:15:14,6.0,-1.0,5.0,1102470,MM: MP334429 Af: 140006637909/,2844642,Venta,TK 925107,,41.0
LOTRIAL 5 mg compx30,4.0,2026-03-07,10:20:43,5.0,1.0,6.0,1102401,Fp: 07/03/26 Ff: 06/03/26,2844642,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
LOTRIAL 5 mg compx30,,,,,,,99999999,,2844642,Fin,,,
MOTRAX 72 mcg cápsx30,1.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,6566262,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
MOTRAX 72 mcg cápsx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6566262,COMPRA,0014-24729154,ASOPROFARMA,64.0
MOTRAX 72 mcg cápsx30,,,,,,,99999999,,6566262,Fin,,,
NIXORAN 500 mg Cmp.recx6,-4.0,2026-03-07,17:48:17,0.0,-4.0,-4.0,1102712,MM:  Af:,4523681,Venta Con Vale!,TK 925328,,22.0
NIXORAN 500 mg Cmp.recx6,,,,,,,99999999,,4523681,Fin,,,
OLDREN 50 mg Cmp.recx30,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,5747687,COMPRA,0014-24723889,ASOPROFARMA,118.0
OLDREN 50 mg Cmp.recx30,,,,,,,99999999,,5747687,Fin,,,
PLIDAN 5 mg Cmp.recx50,1.0,2026-03-07,11:15:48,0.0,1.0,1.0,1102473,Fp: 07/03/26 Ff: 07/03/26,5116793,COMPRA,0014-24723889,ASOPROFARMA,118.0
PLIDAN 5 mg Cmp.recx50,,,,,,,99999999,,5116793,Fin,,,
POVIRAL 400 mg compx20,2.0,2026-03-07,15:01:48,2.0,-1.0,1.0,1102635,MM:  Af:,4092521,Venta,TK 925261,,22.0
POVIRAL 400 mg compx20,,,,,,,99999999,,4092521,Fin,,,
PRONTAL capsx30,4.0,2026-03-07,12:26:01,4.0,-1.0,3.0,1102547,MM: MP38992 Af: 862042943100,6651972,Venta,TK 925179,,17.0
PRONTAL capsx30,4.0,2026-03-07,11:15:48,1.0,3.0,4.0,1102473,Fp: 07/03/26 Ff: 07/03/26,6651972,COMPRA,0014-24723889,ASOPROFARMA,118.0
PRONTAL capsx30,,,,,,,99999999,,6651972,Fin,,,
RACORVAL 160 mg Cmp.recx30,6.0,2026-03-07,10:18:46,4.0,2.0,6.0,1102398,MM:  Af:,5651427,Anulaci¢n,N1  43599,,17.0
RACORVAL 160 mg Cmp.recx30,,,,,,,99999999,,5651427,Fin,,,
RACORVAL 3D 160/5/12.5mg Cmp.r,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,6223683,COMPRA,0014-24723889,ASOPROFARMA,118.0
RACORVAL 3D 160/5/12.5mg Cmp.r,,,,,,,99999999,,6223683,Fin,,,
RACORVAL 80 mg Cmp.recx30,3.0,2026-03-07,11:12:30,3.0,-2.0,1.0,1102468,MM: MP337267 Af: 140036431605/,5651397,Venta,TK 925105,,119.0
RACORVAL 80 mg Cmp.recx30,,,,,,,99999999,,5651397,Fin,,,
RACORVAL D 80/12.5 mg Cmp.recx,1.0,2026-03-07,11:15:48,0.0,1.0,1.0,1102473,Fp: 07/03/26 Ff: 07/03/26,5722846,COMPRA,0014-24723889,ASOPROFARMA,118.0
RACORVAL D 80/12.5 mg Cmp.recx,,,,,,,99999999,,5722846,Fin,,,
RAQUIFEROL D3 sol.oral x2 ml,6.0,2026-03-07,11:15:48,0.0,3.0,3.0,1102473,Fp: 07/03/26 Ff: 07/03/26,6368421,COMPRA,0014-24723889,ASOPROFARMA,118.0
RAQUIFEROL D3 sol.oral x2 ml,6.0,2026-03-07,18:06:44,3.0,3.0,6.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6368421,COMPRA,0014-24729154,ASOPROFARMA,64.0
RAQUIFEROL D3 sol.oral x2 ml,,,,,,,99999999,,6368421,Fin,,,
RAQUIFEROL gotero x4 ml,3.0,2026-03-07,11:23:24,2.0,1.0,3.0,1102484,Fp: 07/03/26 Ff: 07/03/26,1589083,COMPRA,0014-24723889,ASOPROFARMA,118.0
RAQUIFEROL gotero x4 ml,,,,,,,99999999,,1589083,Fin,,,
ROVARTAL 10 mg compx30,3.0,2026-03-07,10:44:24,3.0,-1.0,2.0,1102440,MM: MP229525 Af: 1906/0,5209545,Venta,TK 925081,,50.0
ROVARTAL 10 mg compx30,3.0,2026-03-07,19:57:38,3.0,-2.0,1.0,1102787,MM: N70329 Af: 63285208802,5209545,Venta,TK 925399,,64.0
ROVARTAL 10 mg compx30,3.0,2026-03-07,21:45:24,1.0,-1.0,0.0,1102820,MM: P39881 Af: 62868918601,5209545,Venta,TK 925432,,239.0
ROVARTAL 10 mg compx30,3.0,2026-03-07,18:06:44,2.0,1.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5209545,COMPRA,0014-24729154,ASOPROFARMA,64.0
ROVARTAL 10 mg compx30,,,,,,,99999999,,5209545,Fin,,,
SERTAL Cmp.recx10,5.0,2026-03-07,10:23:02,4.0,-1.0,3.0,1102407,MM:  Af:,9948849,Venta,TK 925052,,121.0
SERTAL Cmp.recx10,5.0,2026-03-07,18:06:44,3.0,2.0,5.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9948849,COMPRA,0014-24729154,ASOPROFARMA,64.0
SERTAL Cmp.recx10,,,,,,,99999999,,9948849,Fin,,,
SERTAL CTO VL Cmp.recx20,5.0,2026-03-07,12:55:58,5.0,-1.0,4.0,1102576,MM:  Af:,9961183,Venta,TK 925208,,119.0
SERTAL CTO VL Cmp.recx20,5.0,2026-03-07,14:59:32,4.0,-1.0,3.0,1102634,MM:  Af:,9961183,Venta,TK 925260,,13.0
SERTAL CTO VL Cmp.recx20,5.0,2026-03-07,15:03:24,3.0,-1.0,2.0,1102636,MM:  Af:,9961183,Venta,TK 925262,,22.0
SERTAL CTO VL Cmp.recx20,5.0,2026-03-07,11:23:24,3.0,2.0,5.0,1102484,Fp: 07/03/26 Ff: 07/03/26,9961183,COMPRA,0014-24723889,ASOPROFARMA,118.0
SERTAL CTO VL Cmp.recx20,,,,,,,99999999,,9961183,Fin,,,
TAURAL F 40 40 mg compx30,3.0,2026-03-07,11:15:48,3.0,1.0,4.0,1102473,Fp: 07/03/26 Ff: 07/03/26,2982252,COMPRA,0014-24723889,ASOPROFARMA,118.0
TAURAL F 40 40 mg compx30,,,,,,,99999999,,2982252,Fin,,,
TERMOFREN gtsx20 ml,3.0,2026-03-07,10:54:34,0.0,1.0,1.0,1102455,Fp: 06/03/26 Ff: 06/03/26,2770212,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
TERMOFREN gtsx20 ml,3.0,2026-03-07,11:15:48,1.0,2.0,3.0,1102473,Fp: 07/03/26 Ff: 07/03/26,2770212,COMPRA,0014-24723889,ASOPROFARMA,118.0
TERMOFREN gtsx20 ml,,,,,,,99999999,,2770212,Fin,,,
VITALIX 100 mg Cmp.recx30,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5389264,COMPRA,0014-24729154,ASOPROFARMA,64.0
VITALIX 100 mg Cmp.recx30,,,,,,,99999999,,5389264,Fin,,,
PLATSUL-A cr.x 30 g,4.0,2026-03-07,09:44:48,4.0,-1.0,3.0,1102366,MM: MP37731 Af: 140087997000/0,2240803,Venta,TK 925018,,119.0
PLATSUL-A cr.x 30 g,4.0,2026-03-07,18:06:44,3.0,1.0,4.0,1102724,Fp: 07/03/26 Ff: 07/03/26,2240803,COMPRA,0014-24729154,ASOPROFARMA,64.0
PLATSUL-A cr.x 30 g,,,,,,,99999999,,2240803,Fin,,,
PLATSUL-A crx200 g,2.0,2026-03-07,13:37:01,3.0,-1.0,2.0,1102593,MM: MP332214 Af: 465005805703/,2240804,Venta,TK 925220,,121.0
PLATSUL-A crx200 g,,,,,,,99999999,,2240804,Fin,,,
VASELINA LIQUIDA DEN 180 EWE e,2.0,2026-03-07,12:01:12,2.0,-1.0,1.0,1102525,MM:  Af:,9903166,Venta,TK 925159,,13.0
VASELINA LIQUIDA DEN 180 EWE e,,,,,,,99999999,,9903166,Fin,,,
VASELINA SOLIDA EWE pote x60 g,4.0,2026-03-07,19:54:05,4.0,-1.0,3.0,1102786,MM:  Af:,9932119,Venta,TK 925398,,27.0
VASELINA SOLIDA EWE pote x60 g,,,,,,,99999999,,9932119,Fin,,,
ASPIRINA PREVENT Cmp.cub.enter,4.0,2026-03-07,12:18:19,4.0,-1.0,3.0,1102539,MM: MP34421 Af: 150306503001/0,5695391,Venta,TK 925171,,121.0
ASPIRINA PREVENT Cmp.cub.enter,4.0,2026-03-07,14:16:19,3.0,-1.0,2.0,1102615,MM:  Af:,5695391,Venta,TK 925241,,22.0
ASPIRINA PREVENT Cmp.cub.enter,,,,,,,99999999,,5695391,Fin,,,
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,11:04:06,11.0,-1.0,10.0,1102461,MM: MP233891 Af: 140283023603/,5695392,Venta,TK 925098,,119.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,11:16:01,10.0,-1.0,9.0,1102474,MM: MP337267 Af: 140036431605/,5695392,Venta,TK 925110,,119.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,11:17:07,9.0,-1.0,8.0,1102475,MM: MP334429 Af: 140006637909/,5695392,Venta,TK 925111,,41.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,11:17:23,8.0,-1.0,7.0,1102476,MM: P550585 Af: 128280815,5695392,Venta,TK 925112,,13.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,11:42:33,7.0,-1.0,6.0,1102503,MM: MP333658 Af: 150883933002/,5695392,Venta,TK 925137,,236.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,12:41:24,6.0,-1.0,5.0,1102563,MM: MP339089 Af: 150324479801/,5695392,Venta,TK 925195,,119.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,17:17:43,5.0,-1.0,4.0,1102695,MM:  Af: 7142258,5695392,Venta,TK 925315,,22.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,18:44:56,4.0,-1.0,3.0,1102744,MM: N124773 Af: 18136174,5695392,Venta,TK 925358,,239.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,19:04:51,3.0,-1.0,2.0,1102753,MM: MP335187 Af: 000158430115,5695392,Venta,TK 925367,,27.0
ASPIRINA PREVENT comp.cub.ente,3.0,2026-03-07,10:42:06,8.0,3.0,11.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5695392,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ASPIRINA PREVENT comp.cub.ente,,,,,,,99999999,,5695392,Fin,,,
